Logging for microserv2       start 
03/16/2024, 16:42:04 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:42:05 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:42:06 INFO:   Got signal to peek load
03/16/2024, 16:42:06 INFO:   Device working in turbo mode
03/16/2024, 16:42:06 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:42:06 INFO:   Got signal to peek load
03/16/2024, 16:42:07 INFO:   Function called twice with mno bit
03/16/2024, 16:42:08 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:08 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:42:09 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:09 WARNING:   Function called twice with mno bit
03/16/2024, 16:42:09 WARNING:   user xxx logged in
03/16/2024, 16:42:10 WARNING:   Device working in turbo mode
03/16/2024, 16:42:11 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:42:11 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:12 INFO:   Function called twice with mno bit
03/16/2024, 16:42:12 INFO:   Function called twice with mno bit
03/16/2024, 16:42:13 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:13 INFO:   Function called twice with mno bit
03/16/2024, 16:42:13 INFO:   Got signal to peek load
03/16/2024, 16:42:13 DEBUG:   Got signal to peek load
03/16/2024, 16:42:13 DEBUG:   Device working in turbo mode
03/16/2024, 16:42:14 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:14 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:42:15 DEBUG:   Got signal to peek load
03/16/2024, 16:42:16 DEBUG:   user xxx logged in
03/16/2024, 16:42:17 DEBUG:   Got signal to peek load
03/16/2024, 16:42:17 DEBUG:   Got signal to peek load
03/16/2024, 16:42:18 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:18 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:19 DEBUG:   Function called twice with mno bit
03/16/2024, 16:42:19 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:20 DEBUG:   Function called twice with mno bit
03/16/2024, 16:42:21 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:42:21 DEBUG:   Got signal to peek load
03/16/2024, 16:42:21 INFO:   Function called twice with mno bit
03/16/2024, 16:42:22 INFO:   user xxx logged in
03/16/2024, 16:42:23 INFO:   user xxx logged in
03/16/2024, 16:42:23 INFO:   Function called twice with mno bit
03/16/2024, 16:42:24 WARNING:   Got signal to peek load
03/16/2024, 16:42:24 WARNING:   user xxx logged in
03/16/2024, 16:42:24 WARNING:   user xxx logged in
03/16/2024, 16:42:26 WARNING:   user xxx logged in
03/16/2024, 16:42:26 WARNING:   user xxx logged in
03/16/2024, 16:42:27 DEBUG:   Got signal to peek load
03/16/2024, 16:42:27 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:28 DEBUG:   Got signal to peek load
03/16/2024, 16:42:29 DEBUG:   Function called twice with mno bit
03/16/2024, 16:42:29 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:29 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:30 DEBUG:   Got signal to peek load
03/16/2024, 16:42:30 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:30 INFO:   Device working in turbo mode
03/16/2024, 16:42:31 INFO:   user xxx logged in
03/16/2024, 16:42:31 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:32 WARNING:   Device working in turbo mode
03/16/2024, 16:42:33 WARNING:   Device working in turbo mode
03/16/2024, 16:42:33 WARNING:   Got signal to peek load
03/16/2024, 16:42:33 WARNING:   Device working in turbo mode
03/16/2024, 16:42:34 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:42:36 INFO:   Got signal to peek load
03/16/2024, 16:42:36 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:37 INFO:   Function called twice with mno bit
03/16/2024, 16:42:38 INFO:   Function called twice with mno bit
03/16/2024, 16:42:39 INFO:   Got signal to peek load
03/16/2024, 16:42:40 INFO:   user xxx logged in
03/16/2024, 16:42:40 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:42:41 INFO:   Device working in turbo mode
03/16/2024, 16:42:42 INFO:   Device working in turbo mode
03/16/2024, 16:42:43 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:44 INFO:   user xxx logged in
03/16/2024, 16:42:44 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:44 INFO:   Got signal to peek load
03/16/2024, 16:42:46 DEBUG:   Device working in turbo mode
03/16/2024, 16:42:46 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:42:47 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:47 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:48 DEBUG:   Got signal to peek load
03/16/2024, 16:42:48 DEBUG:   Function called twice with mno bit
03/16/2024, 16:42:49 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:49 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:42:49 DEBUG:   Got signal to peek load
03/16/2024, 16:42:50 DEBUG:   Device working in turbo mode
03/16/2024, 16:42:50 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:42:51 INFO:   Device working in turbo mode
03/16/2024, 16:42:52 INFO:   Device working in turbo mode
03/16/2024, 16:42:53 INFO:   Got signal to peek load
03/16/2024, 16:42:54 INFO:   Got signal to peek load
03/16/2024, 16:42:54 INFO:   Device working in turbo mode
03/16/2024, 16:42:55 INFO:   Device working in turbo mode
03/16/2024, 16:42:55 INFO:   Function called twice with mno bit
03/16/2024, 16:42:57 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:42:57 WARNING:   Function called twice with mno bit
03/16/2024, 16:42:57 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:42:58 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:42:59 WARNING:   user xxx logged in
03/16/2024, 16:42:59 WARNING:   Device working in turbo mode
03/16/2024, 16:43:00 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:00 WARNING:   Got signal to peek load
03/16/2024, 16:43:01 WARNING:   Got signal to peek load
03/16/2024, 16:43:01 WARNING:   Function called twice with mno bit
03/16/2024, 16:43:02 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:03 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:43:04 INFO:   Device working in turbo mode
03/16/2024, 16:43:05 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:43:05 DEBUG:   Got signal to peek load
03/16/2024, 16:43:06 DEBUG:   user xxx logged in
03/16/2024, 16:43:06 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:07 DEBUG:   Device working in turbo mode
03/16/2024, 16:43:07 DEBUG:   user xxx logged in
03/16/2024, 16:43:07 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:07 DEBUG:   Got signal to peek load
03/16/2024, 16:43:08 DEBUG:   Got signal to peek load
03/16/2024, 16:43:09 INFO:   Function called twice with mno bit
03/16/2024, 16:43:10 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:43:10 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:11 WARNING:   user xxx logged in
03/16/2024, 16:43:11 WARNING:   user xxx logged in
03/16/2024, 16:43:11 WARNING:   Function called twice with mno bit
03/16/2024, 16:43:12 WARNING:   Got signal to peek load
03/16/2024, 16:43:12 WARNING:   Device working in turbo mode
03/16/2024, 16:43:12 WARNING:   Got signal to peek load
03/16/2024, 16:43:13 WARNING:   user xxx logged in
03/16/2024, 16:43:13 WARNING:   Device working in turbo mode
03/16/2024, 16:43:14 INFO:   Function called twice with mno bit
03/16/2024, 16:43:14 INFO:   Function called twice with mno bit
03/16/2024, 16:43:15 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:43:16 INFO:   Function called twice with mno bit
03/16/2024, 16:43:17 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:43:17 INFO:   Function called twice with mno bit
03/16/2024, 16:43:18 INFO:   Got signal to peek load
03/16/2024, 16:43:19 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:19 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:43:20 INFO:   Function called twice with mno bit
03/16/2024, 16:43:21 INFO:   Device working in turbo mode
03/16/2024, 16:43:21 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:43:22 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:43:23 WARNING:   Function called twice with mno bit
03/16/2024, 16:43:24 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:24 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:25 WARNING:   Got signal to peek load
03/16/2024, 16:43:27 DEBUG:   Device working in turbo mode
03/16/2024, 16:43:27 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:28 DEBUG:   Device working in turbo mode
03/16/2024, 16:43:28 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:29 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:43:30 DEBUG:   user xxx logged in
03/16/2024, 16:43:31 DEBUG:   user xxx logged in
03/16/2024, 16:43:31 DEBUG:   Got signal to peek load
03/16/2024, 16:43:32 DEBUG:   user xxx logged in
03/16/2024, 16:43:33 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:33 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:34 DEBUG:   Device working in turbo mode
03/16/2024, 16:43:34 DEBUG:   Device working in turbo mode
03/16/2024, 16:43:35 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:36 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:37 WARNING:   Function called twice with mno bit
03/16/2024, 16:43:38 WARNING:   Got signal to peek load
03/16/2024, 16:43:38 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:39 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:40 WARNING:   Device working in turbo mode
03/16/2024, 16:43:40 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:41 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:41 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:42 WARNING:   user xxx logged in
03/16/2024, 16:43:42 WARNING:   Function called twice with mno bit
03/16/2024, 16:43:43 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:43 WARNING:   Device working in turbo mode
03/16/2024, 16:43:43 WARNING:   Got signal to peek load
03/16/2024, 16:43:44 WARNING:   Device working in turbo mode
03/16/2024, 16:43:45 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:46 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:46 INFO:   Got signal to peek load
03/16/2024, 16:43:47 INFO:   Device working in turbo mode
03/16/2024, 16:43:49 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:49 INFO:   Function called twice with mno bit
03/16/2024, 16:43:49 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:50 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:51 DEBUG:   Device working in turbo mode
03/16/2024, 16:43:52 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:52 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:43:53 DEBUG:   user xxx logged in
03/16/2024, 16:43:53 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:53 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:54 WARNING:   Function called twice with mno bit
03/16/2024, 16:43:54 WARNING:   Device working in turbo mode
03/16/2024, 16:43:54 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:55 WARNING:   Got signal to peek load
03/16/2024, 16:43:55 WARNING:   Got signal to peek load
03/16/2024, 16:43:56 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:56 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:43:57 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:58 DEBUG:   Function called twice with mno bit
03/16/2024, 16:43:58 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:43:59 DEBUG:   user xxx logged in
03/16/2024, 16:44:00 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:44:00 DEBUG:   Got signal to peek load
03/16/2024, 16:44:00 DEBUG:   Got signal to peek load
03/16/2024, 16:44:00 DEBUG:   user xxx logged in
03/16/2024, 16:44:01 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:03 DEBUG:   Function called twice with mno bit
03/16/2024, 16:44:03 DEBUG:   user xxx logged in
03/16/2024, 16:44:03 DEBUG:   Function called twice with mno bit
03/16/2024, 16:44:04 DEBUG:   Device working in turbo mode
03/16/2024, 16:44:05 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:06 INFO:   Got signal to peek load
03/16/2024, 16:44:06 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:06 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:44:07 INFO:   Device working in turbo mode
03/16/2024, 16:44:08 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:08 WARNING:   user xxx logged in
03/16/2024, 16:44:09 WARNING:   user xxx logged in
03/16/2024, 16:44:09 WARNING:   Got signal to peek load
03/16/2024, 16:44:10 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:44:10 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:11 DEBUG:   Got signal to peek load
03/16/2024, 16:44:11 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:44:12 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:13 DEBUG:   Function called twice with mno bit
03/16/2024, 16:44:13 DEBUG:   Device working in turbo mode
03/16/2024, 16:44:14 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:44:14 DEBUG:   Function called twice with mno bit
03/16/2024, 16:44:16 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:44:16 DEBUG:   Device working in turbo mode
03/16/2024, 16:44:16 DEBUG:   Function called twice with mno bit
03/16/2024, 16:44:17 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:44:18 FATAL:   kernel fault detected in core
03/16/2024, 16:44:18 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:44:19 FATAL:   kernel fault detected in core
03/16/2024, 16:44:20 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:44:21 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:44:21 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:44:21 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:44:22 FATAL:   kernel fault detected in core
03/16/2024, 16:44:22 INFO:   Function called twice with mno bit
03/16/2024, 16:44:22 INFO:   user xxx logged in
03/16/2024, 16:44:24 DEBUG:   Function called twice with mno bit
03/16/2024, 16:44:25 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:26 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:26 DEBUG:   Device working in turbo mode
03/16/2024, 16:44:27 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:27 WARNING:   user xxx logged in
03/16/2024, 16:44:28 WARNING:   Device working in turbo mode
03/16/2024, 16:44:29 WARNING:   user xxx logged in
03/16/2024, 16:44:30 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:31 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:31 DEBUG:   Function called twice with mno bit
03/16/2024, 16:44:32 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:32 WARNING:   Got signal to peek load
03/16/2024, 16:44:33 WARNING:   Function called twice with mno bit
03/16/2024, 16:44:33 WARNING:   Got signal to peek load
03/16/2024, 16:44:33 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:34 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:35 WARNING:   Function called twice with mno bit
03/16/2024, 16:44:35 WARNING:   user xxx logged in
03/16/2024, 16:44:36 WARNING:   Got signal to peek load
03/16/2024, 16:44:37 WARNING:   Function called twice with mno bit
03/16/2024, 16:44:38 WARNING:   Got signal to peek load
03/16/2024, 16:44:39 DEBUG:   Device working in turbo mode
03/16/2024, 16:44:39 DEBUG:   user xxx logged in
03/16/2024, 16:44:40 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:44:41 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:42 DEBUG:   Device working in turbo mode
03/16/2024, 16:44:43 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:44:43 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:44 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:44:44 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:44 DEBUG:   Got signal to peek load
03/16/2024, 16:44:45 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:44:46 FATAL:   kernel fault detected in core
03/16/2024, 16:44:46 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:44:46 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:47 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:44:47 INFO:   Function called twice with mno bit
03/16/2024, 16:44:48 INFO:   Got signal to peek load
03/16/2024, 16:44:48 INFO:   user xxx logged in
03/16/2024, 16:44:50 INFO:   user xxx logged in
03/16/2024, 16:44:50 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:44:50 INFO:   Function called twice with mno bit
03/16/2024, 16:44:50 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:51 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:51 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:51 INFO:   Device working in turbo mode
03/16/2024, 16:44:51 INFO:   Function called twice with mno bit
03/16/2024, 16:44:52 DEBUG:   Got signal to peek load
03/16/2024, 16:44:53 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:53 DEBUG:   user xxx logged in
03/16/2024, 16:44:54 DEBUG:   Device working in turbo mode
03/16/2024, 16:44:54 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:44:55 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:44:55 DEBUG:   Got signal to peek load
03/16/2024, 16:44:56 DEBUG:   Device working in turbo mode
03/16/2024, 16:44:57 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:44:58 WARNING:   Got signal to peek load
03/16/2024, 16:44:58 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:44:59 WARNING:   Device working in turbo mode
03/16/2024, 16:45:00 WARNING:   Got signal to peek load
03/16/2024, 16:45:00 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:01 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:45:02 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:45:02 ERROR:   kernel fault detected in core
03/16/2024, 16:45:03 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:45:04 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:45:05 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:45:06 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:45:06 DEBUG:   user xxx logged in
03/16/2024, 16:45:07 DEBUG:   Got signal to peek load
03/16/2024, 16:45:08 DEBUG:   Device working in turbo mode
03/16/2024, 16:45:08 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:09 DEBUG:   user xxx logged in
03/16/2024, 16:45:10 DEBUG:   Device working in turbo mode
03/16/2024, 16:45:11 DEBUG:   Got signal to peek load
03/16/2024, 16:45:11 DEBUG:   Got signal to peek load
03/16/2024, 16:45:13 INFO:   Got signal to peek load
03/16/2024, 16:45:13 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:14 INFO:   Function called twice with mno bit
03/16/2024, 16:45:15 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:15 DEBUG:   Device working in turbo mode
03/16/2024, 16:45:16 DEBUG:   Function called twice with mno bit
03/16/2024, 16:45:16 DEBUG:   Function called twice with mno bit
03/16/2024, 16:45:17 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:45:17 DEBUG:   user xxx logged in
03/16/2024, 16:45:18 DEBUG:   Function called twice with mno bit
03/16/2024, 16:45:18 DEBUG:   Device working in turbo mode
03/16/2024, 16:45:19 DEBUG:   Got signal to peek load
03/16/2024, 16:45:20 WARNING:   user xxx logged in
03/16/2024, 16:45:21 WARNING:   user xxx logged in
03/16/2024, 16:45:21 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:45:22 WARNING:   Function called twice with mno bit
03/16/2024, 16:45:23 ERROR:   kernel fault detected in core
03/16/2024, 16:45:23 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:45:24 ERROR:   kernel fault detected in core
03/16/2024, 16:45:25 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:45:25 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:45:26 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:45:26 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:45:27 ERROR:   kernel fault detected in core
03/16/2024, 16:45:28 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:45:29 INFO:   Got signal to peek load
03/16/2024, 16:45:29 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:30 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:45:30 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:31 INFO:   Function called twice with mno bit
03/16/2024, 16:45:32 DEBUG:   Device working in turbo mode
03/16/2024, 16:45:33 DEBUG:   Got signal to peek load
03/16/2024, 16:45:34 DEBUG:   user xxx logged in
03/16/2024, 16:45:34 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:35 DEBUG:   Function called twice with mno bit
03/16/2024, 16:45:36 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:45:36 DEBUG:   Function called twice with mno bit
03/16/2024, 16:45:37 DEBUG:   Function called twice with mno bit
03/16/2024, 16:45:37 INFO:   Function called twice with mno bit
03/16/2024, 16:45:38 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:38 INFO:   user xxx logged in
03/16/2024, 16:45:40 INFO:   Device working in turbo mode
03/16/2024, 16:45:40 INFO:   Function called twice with mno bit
03/16/2024, 16:45:41 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:42 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:45:42 DEBUG:   Got signal to peek load
03/16/2024, 16:45:43 DEBUG:   Got signal to peek load
03/16/2024, 16:45:44 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:45 DEBUG:   user xxx logged in
03/16/2024, 16:45:45 DEBUG:   user xxx logged in
03/16/2024, 16:45:45 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:45:45 DEBUG:   Got signal to peek load
03/16/2024, 16:45:46 INFO:   Function called twice with mno bit
03/16/2024, 16:45:47 INFO:   Function called twice with mno bit
03/16/2024, 16:45:48 INFO:   Got signal to peek load
03/16/2024, 16:45:48 INFO:   Got signal to peek load
03/16/2024, 16:45:49 INFO:   Got signal to peek load
03/16/2024, 16:45:50 DEBUG:   Function called twice with mno bit
03/16/2024, 16:45:50 DEBUG:   Device working in turbo mode
03/16/2024, 16:45:51 DEBUG:   user xxx logged in
03/16/2024, 16:45:51 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:51 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:45:52 DEBUG:   Got signal to peek load
03/16/2024, 16:45:52 DEBUG:   Device working in turbo mode
03/16/2024, 16:45:52 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:45:53 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:45:53 INFO:   Got signal to peek load
03/16/2024, 16:45:54 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:45:55 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:45:56 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:45:56 WARNING:   Function called twice with mno bit
03/16/2024, 16:45:57 WARNING:   user xxx logged in
03/16/2024, 16:45:57 WARNING:   Got signal to peek load
03/16/2024, 16:45:58 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:46:00 DEBUG:   Device working in turbo mode
03/16/2024, 16:46:00 DEBUG:   Device working in turbo mode
03/16/2024, 16:46:01 DEBUG:   Device working in turbo mode
03/16/2024, 16:46:01 DEBUG:   Got signal to peek load
03/16/2024, 16:46:01 DEBUG:   Got signal to peek load
03/16/2024, 16:46:02 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:46:02 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:46:04 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:46:05 FATAL:   kernel fault detected in core
03/16/2024, 16:46:06 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:46:07 FATAL:   kernel fault detected in core
03/16/2024, 16:46:07 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:46:08 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:46:08 FATAL:   kernel fault detected in core
03/16/2024, 16:46:09 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:46:09 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:46:10 INFO:   Device working in turbo mode
03/16/2024, 16:46:11 INFO:   Got signal to peek load
03/16/2024, 16:46:11 INFO:   Function called twice with mno bit
03/16/2024, 16:46:11 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:46:11 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:46:12 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:46:12 INFO:   Got signal to peek load
03/16/2024, 16:46:13 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:46:14 INFO:   Got signal to peek load
03/16/2024, 16:46:15 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:46:15 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:46:16 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:46:16 ERROR:   kernel fault detected in core
03/16/2024, 16:46:16 ERROR:   kernel fault detected in core
03/16/2024, 16:46:17 INFO:   user xxx logged in
03/16/2024, 16:46:18 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:46:19 INFO:   Got signal to peek load
03/16/2024, 16:46:19 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:46:20 INFO:   Device working in turbo mode
03/16/2024, 16:46:20 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:46:21 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:46:21 DEBUG:   user xxx logged in
03/16/2024, 16:46:22 DEBUG:   Function called twice with mno bit
03/16/2024, 16:46:22 DEBUG:   Device working in turbo mode
03/16/2024, 16:46:22 DEBUG:   Function called twice with mno bit
03/16/2024, 16:46:24 INFO:   Got signal to peek load
03/16/2024, 16:46:24 INFO:   user xxx logged in
03/16/2024, 16:46:24 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:46:24 INFO:   Function called twice with mno bit
03/16/2024, 16:46:25 INFO:   Device working in turbo mode
03/16/2024, 16:46:26 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:46:26 INFO:   user xxx logged in
03/16/2024, 16:46:26 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:46:27 INFO:   Service in healthy stage and can allocate more memory
