Logging for microserv1       start 
03/16/2024, 16:37:24 DEBUG:   user xxx logged in
03/16/2024, 16:37:24 DEBUG:   Got signal to peek load
03/16/2024, 16:37:25 DEBUG:   Got signal to peek load
03/16/2024, 16:37:25 DEBUG:   user xxx logged in
03/16/2024, 16:37:26 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:37:26 DEBUG:   Got signal to peek load
03/16/2024, 16:37:26 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:37:27 INFO:   user xxx logged in
03/16/2024, 16:37:27 INFO:   Function called twice with mno bit
03/16/2024, 16:37:29 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:37:29 WARNING:   Got signal to peek load
03/16/2024, 16:37:30 WARNING:   Device working in turbo mode
03/16/2024, 16:37:30 WARNING:   user xxx logged in
03/16/2024, 16:37:31 WARNING:   Device working in turbo mode
03/16/2024, 16:37:32 INFO:   user xxx logged in
03/16/2024, 16:37:32 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:37:33 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:37:33 INFO:   user xxx logged in
03/16/2024, 16:37:33 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:37:34 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:37:35 INFO:   user xxx logged in
03/16/2024, 16:37:36 WARNING:   Device working in turbo mode
03/16/2024, 16:37:37 WARNING:   user xxx logged in
03/16/2024, 16:37:37 WARNING:   Got signal to peek load
03/16/2024, 16:37:37 WARNING:   user xxx logged in
03/16/2024, 16:37:38 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:37:38 INFO:   Got signal to peek load
03/16/2024, 16:37:39 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:37:39 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:37:40 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:37:41 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:37:42 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:37:43 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:37:43 FATAL:   kernel fault detected in core
03/16/2024, 16:37:44 DEBUG:   Function called twice with mno bit
03/16/2024, 16:37:45 DEBUG:   Device working in turbo mode
03/16/2024, 16:37:45 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:37:46 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:37:46 DEBUG:   Function called twice with mno bit
03/16/2024, 16:37:47 DEBUG:   Function called twice with mno bit
03/16/2024, 16:37:48 INFO:   Function called twice with mno bit
03/16/2024, 16:37:48 INFO:   user xxx logged in
03/16/2024, 16:37:49 INFO:   Function called twice with mno bit
03/16/2024, 16:37:49 INFO:   Function called twice with mno bit
03/16/2024, 16:37:50 INFO:   Got signal to peek load
03/16/2024, 16:37:50 INFO:   user xxx logged in
03/16/2024, 16:37:51 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:37:52 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:37:52 DEBUG:   Got signal to peek load
03/16/2024, 16:37:52 DEBUG:   Got signal to peek load
03/16/2024, 16:37:52 DEBUG:   Device working in turbo mode
03/16/2024, 16:37:52 DEBUG:   Device working in turbo mode
03/16/2024, 16:37:52 DEBUG:   Got signal to peek load
03/16/2024, 16:37:53 DEBUG:   Device working in turbo mode
03/16/2024, 16:37:53 INFO:   Device working in turbo mode
03/16/2024, 16:37:54 INFO:   Function called twice with mno bit
03/16/2024, 16:37:54 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:37:54 INFO:   Device working in turbo mode
03/16/2024, 16:37:55 INFO:   Got signal to peek load
03/16/2024, 16:37:55 INFO:   user xxx logged in
03/16/2024, 16:37:57 WARNING:   Device working in turbo mode
03/16/2024, 16:37:57 WARNING:   Function called twice with mno bit
03/16/2024, 16:37:57 WARNING:   user xxx logged in
03/16/2024, 16:37:58 WARNING:   Device working in turbo mode
03/16/2024, 16:37:58 WARNING:   user xxx logged in
03/16/2024, 16:37:59 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:00 WARNING:   Function called twice with mno bit
03/16/2024, 16:38:00 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:38:00 WARNING:   user xxx logged in
03/16/2024, 16:38:01 WARNING:   Device working in turbo mode
03/16/2024, 16:38:01 WARNING:   Function called twice with mno bit
03/16/2024, 16:38:02 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:03 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:38:03 WARNING:   Got signal to peek load
03/16/2024, 16:38:04 WARNING:   Function called twice with mno bit
03/16/2024, 16:38:04 WARNING:   Got signal to peek load
03/16/2024, 16:38:05 WARNING:   Function called twice with mno bit
03/16/2024, 16:38:06 WARNING:   Device working in turbo mode
03/16/2024, 16:38:07 WARNING:   Function called twice with mno bit
03/16/2024, 16:38:07 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:38:07 WARNING:   user xxx logged in
03/16/2024, 16:38:07 WARNING:   Function called twice with mno bit
03/16/2024, 16:38:08 WARNING:   Got signal to peek load
03/16/2024, 16:38:09 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:38:09 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:38:10 FATAL:   kernel fault detected in core
03/16/2024, 16:38:10 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:38:11 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:38:12 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:38:12 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:38:13 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:13 INFO:   Function called twice with mno bit
03/16/2024, 16:38:13 INFO:   Got signal to peek load
03/16/2024, 16:38:14 INFO:   Got signal to peek load
03/16/2024, 16:38:15 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:15 INFO:   Got signal to peek load
03/16/2024, 16:38:16 INFO:   user xxx logged in
03/16/2024, 16:38:17 INFO:   Function called twice with mno bit
03/16/2024, 16:38:17 INFO:   Function called twice with mno bit
03/16/2024, 16:38:18 INFO:   user xxx logged in
03/16/2024, 16:38:19 INFO:   Got signal to peek load
03/16/2024, 16:38:19 INFO:   Function called twice with mno bit
03/16/2024, 16:38:20 INFO:   Device working in turbo mode
03/16/2024, 16:38:20 INFO:   Device working in turbo mode
03/16/2024, 16:38:20 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:21 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:38:21 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:22 INFO:   user xxx logged in
03/16/2024, 16:38:22 INFO:   Function called twice with mno bit
03/16/2024, 16:38:23 WARNING:   user xxx logged in
03/16/2024, 16:38:24 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:24 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:24 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:25 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:38:26 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:26 DEBUG:   Function called twice with mno bit
03/16/2024, 16:38:26 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:26 DEBUG:   user xxx logged in
03/16/2024, 16:38:27 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:28 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:28 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:38:29 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:38:30 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:30 INFO:   user xxx logged in
03/16/2024, 16:38:30 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:38:30 INFO:   user xxx logged in
03/16/2024, 16:38:31 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:31 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:32 INFO:   user xxx logged in
03/16/2024, 16:38:33 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:34 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:38:34 INFO:   user xxx logged in
03/16/2024, 16:38:35 INFO:   Function called twice with mno bit
03/16/2024, 16:38:36 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:38:37 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:37 INFO:   user xxx logged in
03/16/2024, 16:38:37 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:38:38 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:39 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:40 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:40 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:41 WARNING:   Got signal to peek load
03/16/2024, 16:38:41 WARNING:   user xxx logged in
03/16/2024, 16:38:41 WARNING:   Device working in turbo mode
03/16/2024, 16:38:41 WARNING:   Got signal to peek load
03/16/2024, 16:38:42 WARNING:   user xxx logged in
03/16/2024, 16:38:43 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:38:44 FATAL:   kernel fault detected in core
03/16/2024, 16:38:45 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:38:45 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:38:46 FATAL:   kernel fault detected in core
03/16/2024, 16:38:47 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:38:48 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:38:49 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:38:49 DEBUG:   Got signal to peek load
03/16/2024, 16:38:50 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:38:51 DEBUG:   user xxx logged in
03/16/2024, 16:38:51 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:38:52 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:38:53 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:38:53 ERROR:   kernel fault detected in core
03/16/2024, 16:38:54 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:38:54 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:38:55 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:38:55 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:38:56 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:38:56 ERROR:   kernel fault detected in core
03/16/2024, 16:38:57 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:38:57 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:38:57 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:38:58 FATAL:   kernel fault detected in core
03/16/2024, 16:38:59 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:38:59 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:39:00 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:39:00 DEBUG:   Function called twice with mno bit
03/16/2024, 16:39:00 WARNING:   Got signal to peek load
03/16/2024, 16:39:00 WARNING:   user xxx logged in
03/16/2024, 16:39:01 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:02 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:02 WARNING:   user xxx logged in
03/16/2024, 16:39:03 WARNING:   user xxx logged in
03/16/2024, 16:39:04 DEBUG:   Device working in turbo mode
03/16/2024, 16:39:05 DEBUG:   Device working in turbo mode
03/16/2024, 16:39:05 DEBUG:   Function called twice with mno bit
03/16/2024, 16:39:05 DEBUG:   Function called twice with mno bit
03/16/2024, 16:39:06 DEBUG:   user xxx logged in
03/16/2024, 16:39:07 DEBUG:   Function called twice with mno bit
03/16/2024, 16:39:07 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:39:08 DEBUG:   Device working in turbo mode
03/16/2024, 16:39:08 DEBUG:   user xxx logged in
03/16/2024, 16:39:09 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:10 INFO:   Got signal to peek load
03/16/2024, 16:39:11 WARNING:   Got signal to peek load
03/16/2024, 16:39:11 WARNING:   Got signal to peek load
03/16/2024, 16:39:11 WARNING:   Device working in turbo mode
03/16/2024, 16:39:12 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:13 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:13 WARNING:   Function called twice with mno bit
03/16/2024, 16:39:13 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:15 INFO:   Device working in turbo mode
03/16/2024, 16:39:15 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:39:15 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:15 INFO:   Function called twice with mno bit
03/16/2024, 16:39:16 INFO:   user xxx logged in
03/16/2024, 16:39:16 INFO:   Got signal to peek load
03/16/2024, 16:39:17 INFO:   Device working in turbo mode
03/16/2024, 16:39:17 INFO:   user xxx logged in
03/16/2024, 16:39:18 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:19 INFO:   Device working in turbo mode
03/16/2024, 16:39:19 INFO:   Got signal to peek load
03/16/2024, 16:39:20 INFO:   Function called twice with mno bit
03/16/2024, 16:39:20 INFO:   user xxx logged in
03/16/2024, 16:39:21 INFO:   Device working in turbo mode
03/16/2024, 16:39:21 INFO:   Function called twice with mno bit
03/16/2024, 16:39:21 INFO:   Got signal to peek load
03/16/2024, 16:39:22 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:23 INFO:   Device working in turbo mode
03/16/2024, 16:39:23 INFO:   user xxx logged in
03/16/2024, 16:39:23 INFO:   Got signal to peek load
03/16/2024, 16:39:24 INFO:   Function called twice with mno bit
03/16/2024, 16:39:24 INFO:   Function called twice with mno bit
03/16/2024, 16:39:25 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:25 INFO:   Got signal to peek load
03/16/2024, 16:39:26 INFO:   Function called twice with mno bit
03/16/2024, 16:39:27 INFO:   user xxx logged in
03/16/2024, 16:39:27 INFO:   user xxx logged in
03/16/2024, 16:39:27 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:39:28 WARNING:   Device working in turbo mode
03/16/2024, 16:39:29 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:29 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:31 WARNING:   Device working in turbo mode
03/16/2024, 16:39:31 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:32 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:32 WARNING:   Device working in turbo mode
03/16/2024, 16:39:33 WARNING:   Got signal to peek load
03/16/2024, 16:39:33 WARNING:   user xxx logged in
03/16/2024, 16:39:35 INFO:   user xxx logged in
03/16/2024, 16:39:36 INFO:   user xxx logged in
03/16/2024, 16:39:37 INFO:   Function called twice with mno bit
03/16/2024, 16:39:38 INFO:   Function called twice with mno bit
03/16/2024, 16:39:38 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:40 WARNING:   Function called twice with mno bit
03/16/2024, 16:39:40 WARNING:   Device working in turbo mode
03/16/2024, 16:39:40 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:41 WARNING:   user xxx logged in
03/16/2024, 16:39:41 WARNING:   Function called twice with mno bit
03/16/2024, 16:39:41 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:43 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:39:43 INFO:   user xxx logged in
03/16/2024, 16:39:45 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:45 WARNING:   Function called twice with mno bit
03/16/2024, 16:39:46 WARNING:   Got signal to peek load
03/16/2024, 16:39:46 WARNING:   user xxx logged in
03/16/2024, 16:39:46 WARNING:   Device working in turbo mode
03/16/2024, 16:39:47 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:48 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:48 WARNING:   user xxx logged in
03/16/2024, 16:39:49 WARNING:   Function called twice with mno bit
03/16/2024, 16:39:49 DEBUG:   user xxx logged in
03/16/2024, 16:39:50 DEBUG:   Device working in turbo mode
03/16/2024, 16:39:50 DEBUG:   Device working in turbo mode
03/16/2024, 16:39:51 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:51 WARNING:   Got signal to peek load
03/16/2024, 16:39:52 WARNING:   Function called twice with mno bit
03/16/2024, 16:39:52 WARNING:   Device working in turbo mode
03/16/2024, 16:39:53 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:39:53 INFO:   user xxx logged in
03/16/2024, 16:39:54 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:55 WARNING:   user xxx logged in
03/16/2024, 16:39:56 WARNING:   Function called twice with mno bit
03/16/2024, 16:39:56 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:39:56 WARNING:   user xxx logged in
03/16/2024, 16:39:56 WARNING:   user xxx logged in
03/16/2024, 16:39:58 INFO:   Device working in turbo mode
03/16/2024, 16:39:58 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:39:59 INFO:   Function called twice with mno bit
03/16/2024, 16:40:00 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:01 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:01 INFO:   user xxx logged in
03/16/2024, 16:40:02 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:40:02 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:40:02 DEBUG:   Function called twice with mno bit
03/16/2024, 16:40:03 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:40:03 DEBUG:   Device working in turbo mode
03/16/2024, 16:40:03 DEBUG:   user xxx logged in
03/16/2024, 16:40:04 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:05 DEBUG:   Device working in turbo mode
03/16/2024, 16:40:05 INFO:   Got signal to peek load
03/16/2024, 16:40:06 INFO:   Device working in turbo mode
03/16/2024, 16:40:06 INFO:   Got signal to peek load
03/16/2024, 16:40:06 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:07 INFO:   Function called twice with mno bit
03/16/2024, 16:40:08 FATAL:   kernel fault detected in core
03/16/2024, 16:40:09 FATAL:   kernel fault detected in core
03/16/2024, 16:40:09 FATAL:   kernel fault detected in core
03/16/2024, 16:40:10 FATAL:   kernel fault detected in core
03/16/2024, 16:40:10 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:40:10 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:40:11 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:40:12 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:40:13 INFO:   Got signal to peek load
03/16/2024, 16:40:14 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:15 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:16 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:16 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:16 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:17 INFO:   Got signal to peek load
03/16/2024, 16:40:17 INFO:   Device working in turbo mode
03/16/2024, 16:40:17 INFO:   Function called twice with mno bit
03/16/2024, 16:40:18 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:18 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:18 INFO:   user xxx logged in
03/16/2024, 16:40:18 INFO:   Function called twice with mno bit
03/16/2024, 16:40:19 INFO:   user xxx logged in
03/16/2024, 16:40:20 INFO:   Device working in turbo mode
03/16/2024, 16:40:20 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:21 INFO:   Device working in turbo mode
03/16/2024, 16:40:22 INFO:   Got signal to peek load
03/16/2024, 16:40:22 INFO:   Device working in turbo mode
03/16/2024, 16:40:22 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:24 INFO:   user xxx logged in
03/16/2024, 16:40:24 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:24 INFO:   Device working in turbo mode
03/16/2024, 16:40:25 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:25 INFO:   Got signal to peek load
03/16/2024, 16:40:26 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:26 INFO:   user xxx logged in
03/16/2024, 16:40:27 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:27 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:29 INFO:   Device working in turbo mode
03/16/2024, 16:40:29 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:30 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:31 WARNING:   Got signal to peek load
03/16/2024, 16:40:32 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:40:32 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:40:33 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:34 WARNING:   Got signal to peek load
03/16/2024, 16:40:34 WARNING:   Device working in turbo mode
03/16/2024, 16:40:34 WARNING:   Got signal to peek load
03/16/2024, 16:40:34 WARNING:   Device working in turbo mode
03/16/2024, 16:40:35 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:40:36 FATAL:   kernel fault detected in core
03/16/2024, 16:40:37 INFO:   Got signal to peek load
03/16/2024, 16:40:37 INFO:   Got signal to peek load
03/16/2024, 16:40:38 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:38 INFO:   Device working in turbo mode
03/16/2024, 16:40:38 INFO:   user xxx logged in
03/16/2024, 16:40:39 INFO:   user xxx logged in
03/16/2024, 16:40:40 DEBUG:   user xxx logged in
03/16/2024, 16:40:40 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:40:40 DEBUG:   Function called twice with mno bit
03/16/2024, 16:40:40 DEBUG:   Device working in turbo mode
03/16/2024, 16:40:40 DEBUG:   Device working in turbo mode
03/16/2024, 16:40:41 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:40:42 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:40:43 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:40:43 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:40:44 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:40:44 INFO:   user xxx logged in
03/16/2024, 16:40:45 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:45 INFO:   Got signal to peek load
03/16/2024, 16:40:45 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:40:47 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:40:47 DEBUG:   Got signal to peek load
03/16/2024, 16:40:48 DEBUG:   Got signal to peek load
03/16/2024, 16:40:48 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:49 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:49 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:50 DEBUG:   Device working in turbo mode
03/16/2024, 16:40:51 DEBUG:   Function called twice with mno bit
03/16/2024, 16:40:51 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:40:52 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:40:52 DEBUG:   Device working in turbo mode
03/16/2024, 16:40:53 DEBUG:   Got signal to peek load
03/16/2024, 16:40:54 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:54 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:40:55 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:40:55 FATAL:   kernel fault detected in core
03/16/2024, 16:40:56 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:40:57 DEBUG:   Function called twice with mno bit
03/16/2024, 16:40:58 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:40:58 DEBUG:   user xxx logged in
03/16/2024, 16:40:59 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:41:00 DEBUG:   Got signal to peek load
03/16/2024, 16:41:01 DEBUG:   user xxx logged in
03/16/2024, 16:41:02 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:41:03 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:41:03 DEBUG:   Function called twice with mno bit
03/16/2024, 16:41:04 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:41:04 DEBUG:   Got signal to peek load
03/16/2024, 16:41:04 DEBUG:   Got signal to peek load
03/16/2024, 16:41:04 DEBUG:   user xxx logged in
03/16/2024, 16:41:05 DEBUG:   Got signal to peek load
03/16/2024, 16:41:06 DEBUG:   Device working in turbo mode
03/16/2024, 16:41:06 DEBUG:   Device working in turbo mode
03/16/2024, 16:41:07 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:41:08 DEBUG:   Function called twice with mno bit
03/16/2024, 16:41:08 DEBUG:   user xxx logged in
03/16/2024, 16:41:09 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:41:09 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:41:09 DEBUG:   Function called twice with mno bit
03/16/2024, 16:41:10 DEBUG:   user xxx logged in
03/16/2024, 16:41:11 DEBUG:   Got signal to peek load
03/16/2024, 16:41:12 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:41:12 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:41:13 DEBUG:   Got signal to peek load
03/16/2024, 16:41:14 INFO:   Function called twice with mno bit
03/16/2024, 16:41:14 INFO:   Device working in turbo mode
03/16/2024, 16:41:15 DEBUG:   Function called twice with mno bit
03/16/2024, 16:41:16 DEBUG:   Got signal to peek load
03/16/2024, 16:41:16 DEBUG:   Function called twice with mno bit
03/16/2024, 16:41:17 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:41:18 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:41:18 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:41:19 DEBUG:   Device working in turbo mode
03/16/2024, 16:41:19 DEBUG:   Got signal to peek load
03/16/2024, 16:41:20 DEBUG:   Got signal to peek load
03/16/2024, 16:41:21 WARNING:   Function called twice with mno bit
03/16/2024, 16:41:21 WARNING:   user xxx logged in
03/16/2024, 16:41:22 WARNING:   Function called twice with mno bit
03/16/2024, 16:41:23 WARNING:   Got signal to peek load
03/16/2024, 16:41:23 WARNING:   Device working in turbo mode
03/16/2024, 16:41:23 WARNING:   Device working in turbo mode
03/16/2024, 16:41:24 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:41:25 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:41:25 WARNING:   user xxx logged in
03/16/2024, 16:41:25 WARNING:   Got signal to peek load
03/16/2024, 16:41:26 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:41:26 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:41:27 WARNING:   Device working in turbo mode
03/16/2024, 16:41:27 WARNING:   Function called twice with mno bit
03/16/2024, 16:41:28 WARNING:   Device working in turbo mode
03/16/2024, 16:41:29 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:41:29 DEBUG:   Device working in turbo mode
03/16/2024, 16:41:29 DEBUG:   Device working in turbo mode
03/16/2024, 16:41:29 DEBUG:   Got signal to peek load
03/16/2024, 16:41:29 DEBUG:   user xxx logged in
03/16/2024, 16:41:30 DEBUG:   Got signal to peek load
03/16/2024, 16:41:31 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:41:31 DEBUG:   Got signal to peek load
03/16/2024, 16:41:31 DEBUG:   Function called twice with mno bit
